"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0003725","double-stranded RNA binding","19/1840","75/18639",0.253333333333333,2.56623913043478,4.49800332383299,9.13275874622573e-05,0.00172362700781943,0.00135503588415179,"EIF4B/ADARB1/VIM/EIF4A1/ACTN1/HSP90AB1/DHX30/ILF3/LSM14A/RC3H2/TFRC/ADAR/SLC3A2/RC3H1/DICER1/EIF4H/DHX9/HNRNPU/DDX21",19
"GO:0004197","cysteine-type endopeptidase activity","21/1840","88/18639",0.238636363636364,2.41736042490119,4.41067264232762,0.000101721870238624,0.00188980162052694,0.00148567468374833,"CASP8/CASP2/SENP6/UCHL1/CAPN2/CTSD/CAPNS1/CTSV/USP7/CTSL/USP11/ATG4B/USP16/CASP7/CASP3/CASP4/USP5/USP12/SENP2/USP10/USP9X",21
"GO:0055106","ubiquitin-protein transferase regulator activity","12/1840","36/18639",0.333333333333333,3.37663043478261,4.72376475898596,0.000108043479333434,0.00197636456811466,0.00155372647203384,"RPS7/RPL5/RPS20/RING1/RPL23/CDC20/GCN1/RPS15/PIN1/RPL37/PTEN/FZR1",12
"GO:0001221","transcription coregulator binding","25/1840","115/18639",0.217391304347826,2.20215028355388,4.27963910665383,0.000119447536682185,0.00215186547144119,0.00169169717023574,"MTF2/TRAPPC2B/TEAD2/HMGA1/RPL23/ENO1/PPARD/HES1/EED/MED1/USP11/STAT1/CTBP1/CHD4/CIT/CTNNB1/HDGF/CREB3/CREBBP/FLYWCH1/CBX3/SUZ12/SIX1/VGLL4/MED6",25
"GO:0051020","GTPase binding","52/1840","315/18639",0.165079365079365,1.67223602484472,3.98229811227684,0.000149826904822196,0.00265886850497898,0.00209027952053591,"CDC42EP3/STRN3/ERC1/CLTA/AP1G1/EPRS1/HPS6/IARS1/CDC42BPB/NCKAP1/RANBP3/TNPO1/RCC1/GAPVD1/GAS8/DIAPH1/CYFIP1/IPO7/IPO13/MYO9B/YBX1/ENO1/LAMTOR1/IPO9/LSM2/ARHGEF2/PFN1/MYO1C/OCRL/AKAP13/CORO1C/GOLGA5/LZTR1/GNB1/XPO1/SGSM2/RAB8A/XPOT/HPS4/KPNB1/PAK1/FLNA/IPO5/ABI2/RAB3GAP1/PICALM/ALS2/DAPK3/CYFIP2/RASA1/RAPGEF6/SPTBN1",52
"GO:0031369","translation initiation factor binding","11/1840","32/18639",0.34375,3.48215013586957,4.65084330143237,0.000152571745919714,0.00266776185144912,0.00209727105846294,"EIF3CL/EIF3C/EIF2S2/EIF3F/TBL2/EIF5/RPS24/EIF4G1/DDX3X/TRIM32/LARP1",11
"GO:0046982","protein heterodimerization activity","58/1840","369/18639",0.157181571815718,1.59223223753977,3.80279403157564,0.000248244359419303,0.00424665857322312,0.0033385266814414,"H2BC8/H4C15/VAPA/FXR2/H2AC19/TAF13/H2AZ1/TAF9/RCC1/USF2/TPM4/H3C15/YWHAE/ATF3/H2BC5/ITGB1/H2AC12/TCF3/ATF6/H2AC4/NFYC/MEF2D/H2AC6/H3C14/PHB2/TAF8/UBA2/PDCD6/H2AC13/MICU1/MIGA1/P4HB/CLU/H2BC13/MACROH2A1/SDCBP/HSF1/TRMT112/ERBB2/ADD2/TAF1/RAN/MAPK6/SUPT4H1/SLC3A2/H2AX/PPP2R1A/H3C10/AURKA/CHUK/H2AC7/H2BC12/BAX/TUBA1A/H3C2/CENPS/SNX1/MCL1",58
"GO:1990841","promoter-specific chromatin binding","17/1840","68/18639",0.25,2.53247282608696,4.18983040289049,0.000250013540896231,0.00424665857322312,0.0033385266814414,"TRIM28/NIPBL/GTF2B/ERCC1/MED1/MACROH2A1/PCGF2/GTF2F1/STAT1/HSF1/POLR2A/DHX9/SUZ12/KAT8/NUP98/HNRNPU/DDX5",17
"GO:0070990","snRNP binding","6/1840","11/18639",0.545454545454545,5.525395256917,4.96862929278435,0.000273646494524933,0.00451896780541869,0.00355260361313071,"SNRPG/SNRPD1/RBM39/PRPF31/LEMD3/SNRPN",6
"GO:1990948","ubiquitin ligase inhibitor activity","6/1840","11/18639",0.545454545454545,5.525395256917,4.96862929278435,0.000273646494524933,0.00451896780541869,0.00355260361313071,"RPS7/RPL5/RPS20/RPL23/RPS15/RPL37",6
"GO:0016853","isomerase activity","33/1840","180/18639",0.183333333333333,1.85714673913043,3.82431973903464,0.00035000240234685,0.00570072406014252,0.00448164575751986,"PPIL3/CRELD2/PDIA6/MPI/NKTR/TPI1/GPI/PMM1/FKBP10/ENOSF1/FKBP11/FBH1/GNPDA1/PTPA/KIF1B/PDIA4/P4HB/TMX1/GNE/PTGES3/ECH1/PGAM1/TMX3/PUSL1/FKBP8/PPIA/TOP3B/PIN1/MRI1/PPIB/FKBP3/FKBP4/TOP3A",33
"GO:0004674","protein serine/threonine kinase activity","65/1840","433/18639",0.150115473441109,1.52065342905914,3.62787455996497,0.000405040111673304,0.00650800936188593,0.00511629614745227,"BRD2/CSNK2B/PRKDC/CLK2/PGK1/CDC42BPB/GSK3A/STK40/OXSR1/BCKDK/MKNK2/PKM/PHKA2/CILK1/TRIO/TNK2/NEK9/STK24/RPS6KB2/TAOK1/MARK2/MTOR/DMPK/CCNK/CDK5/CSNK2A2/GSK3B/CDK11B/RPS6KA1/PRKACA/CSNK1A1/NRBP1/CCND3/NEK7/BUB1/MINK1/BMPR1A/CDK7/CPNE3/MAP3K15/PPM1D/TAF1/MAPK6/CIT/PAK1/PRKAG1/MARK3/CDK16/AURKA/EIF2AK1/STK26/CDK8/MAP4K5/LATS2/CHUK/MAPKAPK2/GRK6/LMTK3/GAK/PAK4/DAPK3/EIF2AK4/NRBP2/AKT2/PRKCI",65
"GO:0015631","tubulin binding","59/1840","385/18639",0.153246753246753,1.55237295313382,3.62452080579254,0.000431806711473772,0.00684557573256419,0.00538167522510469,"TBCA/TBCB/ALDOA/TBCE/VAPA/TTLL7/UXT/HAUS6/CETN2/GAS8/LRPPRC/EML3/PRNP/SETD2/TAOK1/DCTN1/MAPRE1/SAXO2/KIF4A/GAPDH/TRAF3IP1/TRAPPC14/CHP1/ZNF207/OGG1/KIF1B/PDCD5/REEP3/ARHGEF2/RPS3/CCT5/GJA1/CAMSAP2/PAK1/STIM1/CLASP1/HDGF/MDM1/VPS41/SKA2/CLIP1/EMD/MAP1A/KIF21B/KIF2C/DNM2/KNL1/EZR/DDX3X/CLASP2/TUBGCP3/MAP1LC3B/KIF5A/REEP4/BRCA1/TUBGCP5/CCDC61/NUSAP1/OFD1",59
"GO:0140838","RNA polymerase II CTD heptapeptide repeat peptidyl-prolyl isomerase activity","11/1840","36/18639",0.305555555555556,3.09524456521739,4.16448527031343,0.0004904491252447,0.00747620525533266,0.00587744700698102,"PPIL3/NKTR/FKBP10/FKBP11/PTPA/FKBP8/PPIA/PIN1/PPIB/FKBP3/FKBP4",11
"GO:0140839","RNA polymerase II CTD heptapeptide repeat P3 isomerase activity","11/1840","36/18639",0.305555555555556,3.09524456521739,4.16448527031343,0.0004904491252447,0.00747620525533266,0.00587744700698102,"PPIL3/NKTR/FKBP10/FKBP11/PTPA/FKBP8/PPIA/PIN1/PPIB/FKBP3/FKBP4",11
"GO:0140840","RNA polymerase II CTD heptapeptide repeat P6 isomerase activity","11/1840","36/18639",0.305555555555556,3.09524456521739,4.16448527031343,0.0004904491252447,0.00747620525533266,0.00587744700698102,"PPIL3/NKTR/FKBP10/FKBP11/PTPA/FKBP8/PPIA/PIN1/PPIB/FKBP3/FKBP4",11
"GO:0030527","structural constituent of chromatin","21/1840","98/18639",0.214285714285714,2.17069099378882,3.84552455090694,0.000496809627233248,0.00747729932633332,0.00587830711503164,"H2BC8/H4C15/H1-4/H2AC19/H2AZ1/H3C15/H2BC5/H2AC12/H2AC4/HMGA1/H2AC6/H3C14/H2AC13/H2BC13/MACROH2A1/H2AX/H3C10/H2AC7/H2BC12/H1-10/H3C2",21
"GO:0019209","kinase activator activity","28/1840","148/18639",0.189189189189189,1.91646592244418,3.70453608498303,0.000565896620559926,0.0084106385230719,0.00661205525075282,"LAMTOR3/CDKN1A/RPLP1/EEF1A1/VEGFA/NEK9/TAOK1/MARK2/CALM3/CCNK/SRC/ABI1/CCND3/GCN1/DAXX/CCNB1/TOM1L1/STRADA/RHEB/DAZAP2/ATG13/NBN/IL6ST/ALS2/FERMT2/DDX3X/SAV1/DELE1",28
"GO:0035402","histone H3T11 kinase activity","41/1840","247/18639",0.165991902834008,1.68147993311037,3.56823886948832,0.000636536124060193,0.00934372162355025,0.00734560205543147,"PRKDC/CDC42BPB/GSK3A/STK40/OXSR1/MKNK2/PKM/CILK1/TRIO/TNK2/NEK9/STK24/RPS6KB2/TAOK1/MARK2/MTOR/DMPK/CDK5/CSNK2A2/GSK3B/RPS6KA1/CSNK1A1/NEK7/BUB1/MINK1/TAF1/CIT/PAK1/MARK3/AURKA/EIF2AK1/STK26/MAP4K5/LATS2/MAPKAPK2/LMTK3/GAK/PAK4/DAPK3/EIF2AK4/AKT2",41
