"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0070200","establishment of protein localization to telomere","7/1882","16/18805",0.4375,4.37151301806589,4.49913736106,0.000503296059827741,0.0089460874634381,0.00773817691985152,"CCT6A/CCT7/CCT4/WRAP53/CCT3/USP7/CCT5",7
"GO:1900034","regulation of cellular response to heat","7/1882","16/18805",0.4375,4.37151301806589,4.49913736106,0.000503296059827741,0.0089460874634381,0.00773817691985152,"DNAJB1/CHORDC1/MTOR/GSK3B/HSF1/CREBBP/MAPKAPK2",7
"GO:0006096","glycolytic process","21/1882","97/18805",0.216494845360825,2.16322293677487,3.83028771222897,0.000515928341389665,0.00914205733901688,0.0079076867278416,"PGK1/ALDOA/PKM/TPI1/GPI/UCHL1/MTOR/SRC/ENO1/GAPDH/PRKACA/HK2/LDHA/PGAM1/ALDOC/HK1/PRKAG1/FLCN/TIGAR/PFKM/STAT3",21
"GO:0006401","RNA catabolic process","63/1882","415/18805",0.151807228915663,1.51686234843732,3.55062113478481,0.000523622119522987,0.00924957334113898,0.00800068580140714,"HBS1L/CNOT3/NCBP1/FXR2/PABPC1/HSPA1B/LRPPRC/LIN28B/NBDY/EXOSC8/SLIRP/VIM/HNRNPC/C1QBP/CASC3/NBAS/HNRNPD/NPM1/AXIN2/PAN3/YBX1/EXOSC9/LSM2/TRIR/METTL16/CNOT10/RBM10/SMG7/LARP4B/CNOT1/FUS/DCP1A/EIF4A3/KHSRP/RC3H2/CAPRIN1/RNPS1/YTHDF1/CTIF/SSB/METTL14/RC3H1/CSDE1/DICER1/DHX9/TAF15/MAPKAPK2/TNKS1BP1/XRN2/EDC3/LSM1/PARN/HNRNPA0/IGF2BP1/HNRNPU/NCBP2/DCP2/FEN1/GIGYF2/EDC4/LARP1/DDX5/NT5C3B",63
"GO:0006606","protein import into nucleus","31/1882","167/18805",0.18562874251497,1.85480791870033,3.70018443683452,0.000526970968830433,0.00925446271846338,0.00800491500964132,"CDKN1A/NUP107/TRIM28/TNPO1/NUP214/HIKESHI/PPP1R10/SEC13/NUP50/IPO7/IPO13/NUP54/NPM1/RPL23/IPO9/MBTPS1/CHP1/PHB2/NUP153/MED1/UFM1/RAN/TXNIP/KPNB1/FLNA/ADAR/IPO5/AKIRIN2/NUP98/SUMO1/STAT3",31
"GO:0006898","receptor-mediated endocytosis","46/1882","280/18805",0.164285714285714,1.64154774555944,3.6068256051227,0.000527152939659307,0.00925446271846338,0.00800491500964132,"AP2A1/RAC1/AP2B1/CLTA/NEU3/SMAP1/ANKRD13B/B2M/AP2A2/ATAD1/ITGB1/PI4KB/VEGFA/ITGAV/TNK2/FLOT1/ANXA2/CD63/PPT1/ITCH/HNRNPK/UNC119/RABEP1/SCRIB/NUMB/CTSL/CANX/TBC1D5/CLU/DNAJC13/SDCBP/ARRB2/TFRC/CCDC32/AP2M1/CBL/PLXNB2/LDLR/RAB5A/PICALM/DNM2/GAK/EZR/SCARB2/SNX1/RNF220",46
"GO:0006903","vesicle targeting","16/1882","65/18805",0.246153846153846,2.45957655521949,3.93092735002909,0.000529255604403044,0.00926278731644466,0.0080121156112707,"EXOC6/STARD3/SAR1A/TRAPPC3/TRAPPC2B/TRAPPC6B/FAM91A1/STARD3NL/SCRIB/PDCD6/EXOC3/TRAPPC13/TMED10/CLASP1/CLASP2/TRAPPC11",16
"GO:1902745","positive regulation of lamellipodium organization","11/1882","36/18805",0.305555555555556,3.05312020309364,4.11188834625423,0.0005516774283964,0.00962558654208197,0.00832592928745487,"RAC1/NCKAP1/ARPC2/CYFIP1/MTOR/SRC/RREB1/CDC42/CORO1C/ABI2/CORO1B",11
"GO:0009206","purine ribonucleoside triphosphate biosynthetic process","23/1882","111/18805",0.207207207207207,2.07042057998487,3.77190784967415,0.00055472397418238,0.00964914362431002,0.00834630566659727,"ALDOA/ATP5F1C/NDUFA6/ATP5MC2/NDUFA11/ENO1/ATP5PB/NDUFS2/ATP5MC3/NDUFS7/IMPDH2/NDUFA3/ATP5PO/NDUFB11/PARP1/VCP/NDUFB6/TMSB4X/NDUFAB1/NDUFV2/NDUFV1/ATP6V1A/NDUFB7",23
"GO:0048285","organelle fission","73/1882","498/18805",0.146586345381526,1.46469512481381,3.50485818813253,0.000561259816855166,0.00973306658009812,0.00841889725282749,"CDCA8/MIEF1/SMARCA5/MUS81/MYO19/RCC1/CALR/HSPA1B/POLDIP2/NIPBL/BAG6/EML3/DCAF13/DDB1/NDC1/SEC16B/CRYZL2P-SEC16B/MAPRE1/MND1/STAG1/KIF4A/UHRF1/PHB2/ZNF207/CDC20/REEP3/DYNC1LI1/NUDC/CDC42/BUB1/ARHGEF10/CHMP4B/CORO1C/CHMP1B/CCNB1/TOM1L1/NCAPD3/RAN/USP16/LSM14A/KPNB1/NCAPD2/ANAPC5/FLNA/PPP2R2D/AKAP8L/PPP2R1A/CLASP1/AURKA/SUN1/CHMP6/SKA2/MFF/ACOT8/VPS4A/KIF2C/MAD1L1/PIN1/IK/KNL1/CLASP2/RAD51C/DAPK3/BAZ1B/REEP4/PTEN/CENPS/FIS1/HNRNPU/CCDC61/FZR1/NUSAP1/CENPI",73
"GO:0001824","blastocyst development","24/1882","118/18805",0.203389830508475,2.03227723842288,3.75114468627547,0.000565119281010601,0.00974060142541909,0.00842541473506714,"CNOT3/MATR3/ACTL6A/COPS2/TEAD4/CAPN2/SPECC1/TBL1XR1/RRP7A/TAF8/ZBED6/RRM2/PRPF19/N4BP2L2/CNOT1/RPL7L1/LATS2/NBN/SUPT6H/NASP/MFN2/GINS1/ADA/PTPN18",24
"GO:0035967","cellular response to topologically incorrect protein","24/1882","118/18805",0.203389830508475,2.03227723842288,3.75114468627547,0.000565119281010601,0.00974060142541909,0.00842541473506714,"DERL2/RPAP2/TMBIM6/TM7SF3/ATF3/RNF126/RACK1/ATF6/MBTPS1/ERO1A/DAXX/VCP/HSF1/HERPUD2/DNAJC18/TBL2/CREB3/AKIRIN2/UBR4/BAX/BFAR/UBE2W/OS9/AKT2",24
"GO:0032543","mitochondrial translation","26/1882","132/18805",0.196969696969697,1.96812707306862,3.72227568726427,0.000571064781144356,0.00981334282522385,0.00848833451126957,"RARS2/MRPS30/LRPPRC/C1QBP/MRPL42/MRPS33/MRPS27/MRPS15/DAP3/MRPS9/LARS2/MRPL2/MRPL41/MTIF2/MRPL18/MRPS16/MRPL24/MRPS35/GFM1/MRPS11/MRPS18B/IARS2/RMND1/DDX3X/MRPL10/MTRF1",26
"GO:0031669","cellular response to nutrient levels","43/1882","258/18805",0.166666666666667,1.66533829259653,3.58849040997833,0.0005807576217767,0.00991996802602363,0.00858056306048458,"CDKN1A/SAR1A/NCOA1/HNRNPA1/USF2/SLC7A5/SLC38A2/ATF3/COMT/SEC13/STK24/YWHAZ/MTOR/HSPA8/MTMR3/SZT2/LAMTOR1/PPARD/UPP1/CSNK1A1/LARS1/MED1/GCN1/MICU1/PPM1D/ASNS/YWHAG/MAT2A/PAK1/RHEB/PRKAG1/WDR45B/WIPI2/TBL2/STK26/VPS41/CREBBP/EIF4G1/FLCN/TRIM32/MAP1LC3B/PAK4/EIF2AK4",43
"GO:0099003","vesicle-mediated transport in synapse","43/1882","258/18805",0.166666666666667,1.66533829259653,3.58849040997833,0.0005807576217767,0.00991996802602363,0.00858056306048458,"AP2A1/OSBPL2/AP2B1/CLTA/STXBP1/AP1G1/AP2A2/ATP6V0A1/ATAD1/ACTB/CYFIP1/ARPC3/CAPN2/STXBP3/ATP6AP2/CALM3/CDK5/ACTG1/PLD2/AP3M2/RABEP1/SCRIB/NUMB/PRKAR1B/CANX/DNAJC5/RAB8A/ATP6V1G1/CTBP1/CTNNB1/PPP3CB/AP2M1/RAB3GAP1/CASP3/ATP6V1B2/RAB5A/PICALM/DNM2/GAK/ATP6V1A/PTEN/ATP6V1D/RNF220",43
